dist|blck|clst|klpid|name|disecode
 chitradurga       | hiriyur            | maskalmatti               |12600| LPS M.G.GUDLU                                              |29130311302
 chitradurga       | hiriyur            | maskalmatti               |12598| LPS M.M.GOLLARAHATTI                                       |29130309206
 chitradurga       | hiriyur            | maskalmatti               |12597| LPS MALLENU                                                |29130309208
 chitradurga       | hiriyur            | metikurke                 |12851| G L PS BHOTHYANA HATTI                                     | 
 chitradurga       | hiriyur            | metikurke                 |30056| GHPS CHIKKRANMALEGI                                        | 
 chitradurga       | hiriyur            | metikurke                 |12847| GLPS GOGUDDU                                               |29130303501
 chitradurga       | hiriyur            | metikurke                 |12849| GLPS GOWNAHALLY GOLLARA HATTY                              |29130303602
 chitradurga       | hiriyur            | metikurke                 |12841| GLPS KAPPE CHIKKENA HATTY                                  |29130303202
 chitradurga       | hiriyur            | metikurke                 |12857| HPS BALENAHALLI                                            |29130304101
 chitradurga       | hiriyur            | metikurke                 |12853| HPS BEERENAHALLI                                           |29130303802
 chitradurga       | hiriyur            | metikurke                 |12856| HPS G.N.HALLI                                              |29130304001
 chitradurga       | hiriyur            | metikurke                 |12848| HPS GOWNAHALLI                                             |29130303601
 chitradurga       | hiriyur            | metikurke                 |12835| HPS GUILALU                                                |29130302201
 chitradurga       | hiriyur            | metikurke                 |12858| HPS HEMADALA                                               |29130304201
 chitradurga       | hiriyur            | metikurke                 |12845| HPS HULITHOTLU                                             |29130303401
 chitradurga       | hiriyur            | metikurke                 |12837| HPS KARIOBENAHALLI                                         |29130303001
 chitradurga       | hiriyur            | metikurke                 |12839| HPS METIKURKE                                              |29130303102
 chitradurga       | hiriyur            | metikurke                 |12842| HPS SOORAGONDANAHALLI                                      |29130303301
 chitradurga       | hiriyur            | metikurke                 |12832| LPS ADIRALU                                                |29130302001
 chitradurga       | hiriyur            | metikurke                 |12852| LPS B.KATANAHATTI                                          |29130303801
 chitradurga       | hiriyur            | metikurke                 |12833| LPS C.S.MALIGE                                             |29130302002
 chitradurga       | hiriyur            | metikurke                 |12846| LPS DEVARAHATTI                                            |29130303402
 chitradurga       | hiriyur            | metikurke                 |12860| LPS DIBDARAHATTI                                           |29130304203
 chitradurga       | hiriyur            | metikurke                 |12836| LPS GIDDOBANAHALLI                                         |29130302301
 chitradurga       | hiriyur            | metikurke                 |12850| LPS GUDIHALLI                                              |29130303701
 chitradurga       | hiriyur            | metikurke                 |12859| LPS HOSAINAHALLI                                           |29130304202
 chitradurga       | hiriyur            | metikurke                 |12861| LPS JADEGONDANAHALLI                                       |29130304207
 chitradurga       | hiriyur            | metikurke                 |12838| LPS METIKURKE V.HATTI                                      |29130303101
 chitradurga       | hiriyur            | metikurke                 |12843| LPS SOORAGONDANAHALLI(U)                                   |29130303302
 chitradurga       | hiriyur            | metikurke                 |12844| LPS T.D.HATTI                                              |29130303303
 chitradurga       | hiriyur            | metikurke                 |12834| LPS T.P.C.HALLI                                            |29130302101
 chitradurga       | hiriyur            | metikurke                 |12840| LPS TAVANDI                                                |29130303203
 chitradurga       | hiriyur            | metikurke                 |12854| LPS UPPARAHATTI                                            |29130303901
 chitradurga       | hiriyur            | metikurke                 |12855| LPS YARADAKATTE                                            |29130303902
 chitradurga       | hiriyur            | v.v.pura                  |12575| G HPS HUCHAVVANAHALLI                                      |29130308901
 chitradurga       | hiriyur            | v.v.pura                  |12572| GLPS D.GOLLARAHATTI                                        |29130308707
 chitradurga       | hiriyur            | v.v.pura                  |12571| GLPS KERE KODIHATTI                                        |29130308706
 chitradurga       | hiriyur            | v.v.pura                  |12570| HPS A.V.KOTIGE                                             |29130308705
 chitradurga       | hiriyur            | v.v.pura                  |12579| HPS AMMANAHATTI                                            |29130309901
 chitradurga       | hiriyur            | v.v.pura                  |12562| HPS BHARAMAGIRI                                            |29130308501
 chitradurga       | hiriyur            | v.v.pura                  |12578| HPS DODDAGHATTA                                            |29130309701
 chitradurga       | hiriyur            | v.v.pura                  |12568| HPS KUNIKERE(K)                                            |29130308702
 chitradurga       | hiriyur            | v.v.pura                  |12567| HPS KUNIKERE(U)                                            |29130308701
 chitradurga       | hiriyur            | v.v.pura                  |12561| HPS KURUBARAHALLI                                          |29130308401
 chitradurga       | hiriyur            | v.v.pura                  |12576| HPS LAKKAVVANAHALLI                                        |29130309601
 chitradurga       | hiriyur            | v.v.pura                  |12565| HPS TALAVARAHATTI                                          |29130308507
 chitradurga       | hiriyur            | v.v.pura                  |12582| HPS V.V.PURA(K)                                            |29130310102
 chitradurga       | hiriyur            | v.v.pura                  |12581| HPS V.V.PURA(U)                                            |29130310101
 chitradurga       | hiriyur            | v.v.pura                  |31180| LPS AGALERAHATTI                                           |29130309903
 chitradurga       | hiriyur            | v.v.pura                  |12563| LPS BALIGATTA                                              | 
 chitradurga       | hiriyur            | v.v.pura                  |31179| LPS HUCHAWANAHALLI HOSUR                                   |29130308902
 chitradurga       | hiriyur            | v.v.pura                  |12564| LPS KAKKAYYANAHATTI                                        |29130308504
 chitradurga       | hiriyur            | v.v.pura                  |12580| LPS KAMBADAHALLI                                           |29130310001
 chitradurga       | hiriyur            | v.v.pura                  |12566| LPS KUNTAPPANAHATTI                                        |29130308506
 chitradurga       | hiriyur            | v.v.pura                  |12569| LPS KYATHEDEVARAHATTI                                      |29130308704
 chitradurga       | hiriyur            | v.v.pura                  |12573| LPS MAYASANDRA                                             |29130308801
 chitradurga       | hiriyur            | v.v.pura                  |12574| LPS MAYASANDRA GOLLARAHATTI                                |29130308802
 chitradurga       | hiriyur            | v.v.pura                  |12583| LPS MYAKENAHALLI                                           |29130310201
 chitradurga       | hiriyur            | v.v.pura                  |12577| LPS SIGEHATTI(D)                                           |29130309602
 chitradurga       | hiriyur            | yelladakere               |12764| G Lps KATTEHOLE (New schol )                               |29130310602
 chitradurga       | hiriyur            | yelladakere               |12762| GHPS SIGEHATTI                                             |29130310503
 chitradurga       | hiriyur            | yelladakere               |12770| GLPS SOMERA HALLY THANDA                                   |29130310902
 chitradurga       | hiriyur            | yelladakere               |12782| HPS ARASINAGUNDI                                           |29130314801
 chitradurga       | hiriyur            | yelladakere               |12787| HPS BYARAMADU                                              |29130315101
 chitradurga       | hiriyur            | yelladakere               |12773| HPS CHIGALIKATTE                                           |29130314603
 chitradurga       | hiriyur            | yelladakere               |12786| HPS HALUMADENAHALLI                                        |29130315002
 chitradurga       | hiriyur            | yelladakere               |12761| HPS HINDASEKATTE                                           |29130310502
 chitradurga       | hiriyur            | yelladakere               |12768| HPS HULUGALAKUNTE                                          |29130310801
 chitradurga       | hiriyur            | yelladakere               |12778| HPS K.K.HATTI                                              |29130314714
 chitradurga       | hiriyur            | yelladakere               |12780| HPS PILLAJANAHATTI                                         | 
 chitradurga       | hiriyur            | yelladakere               |12788| HPS SHESHAPPANAHALLI                                       |29130315201
 chitradurga       | hiriyur            | yelladakere               |12774| HPS YELLADAKERE                                            |29130314701
 chitradurga       | hiriyur            | yelladakere               |12777| LPS BADAGOLLARAHATTI                                       |29130314713
 chitradurga       | hiriyur            | yelladakere               |12785| LPS BETEMARADAHATTI                                        |29130315004
 chitradurga       | hiriyur            | yelladakere               |12789| LPS CHITRADEVARAHATTI                                      |29130309209
 chitradurga       | hiriyur            | yelladakere               |12776| LPS DASANAHATTI                                            |29130314703
 chitradurga       | hiriyur            | yelladakere               |12783| LPS GOKULANAGAR                                            |29130314802
 chitradurga       | hiriyur            | yelladakere               |12772| LPS HANDIGANADU                                            |29130314605
 chitradurga       | hiriyur            | yelladakere               |12760| LPS HINDASEKATTE GOLLARAHATTI                              |29130310501
 chitradurga       | hiriyur            | yelladakere               |12781| LPS HINDASKATE A.K.COLONY                                  |29130314709
 chitradurga       | hiriyur            | yelladakere               |12771| LPS IDDALA NAGENAHALLI                                     |29130313401
 chitradurga       | hiriyur            | yelladakere               |12775| LPS NAYAKARA KOTIGE                                        |29130314702
 chitradurga       | hiriyur            | yelladakere               |12763| LPS PAREMENAHALLI                                          |29130310603
 chitradurga       | hiriyur            | yelladakere               |12779| LPS PILAJANAHATTI                                          | 
 chitradurga       | hiriyur            | yelladakere               |12769| LPS SOMERAHALLI                                            |29130310901
 chitradurga       | hiriyur            | yelladakere               |12767| LPS UDUVALLI VADDARAHATTI                                  | 
 chitradurga       | hiriyur            | yelladakere               |12765| LPS UDUVALLI(K)                                            | 
 chitradurga       | hiriyur            | yelladakere               |12766| LPS UDUVALLI(U)                                            |29130310702
 chitradurga       | hiriyur            | yelladakere               |12784| LPS ULAVINAHAL B.COLONY                                    |29130314901
 chitradurga       | hiriyur            | yerabahalli               |12829| GLPS CHANAMMANAHALLI                                       |29130302905
 chitradurga       | hiriyur            | yerabahalli               |12816| GLPS GOLLAHALLI                                            |29130306704
 chitradurga       | hiriyur            | yerabahalli               |12831| Glps Shivapura (Berenahalli ) (N                           |29130303803
 chitradurga       | hiriyur            | yerabahalli               |12826| HPS HARTHIKOTE                                             |29130302901
 chitradurga       | hiriyur            | yerabahalli               |12824| HPS KALAVIBAGI                                             |29130302701
 chitradurga       | hiriyur            | yerabahalli               |12817| HPS KHANDIKERE                                             |29130301101
 chitradurga       | hiriyur            | yerabahalli               |12812| HPS M.D.KOTE                                               |29130300502
 chitradurga       | hiriyur            | yerabahalli               |12815| HPS MADDANAKUNTE                                           |29130300901
 chitradurga       | hiriyur            | yerabahalli               |12822| HPS MALLAPPANAHALLI                                        |29130302501
 chitradurga       | hiriyur            | yerabahalli               |12830| HPS MARENAHALLI                                            |29130302906
 chitradurga       | hiriyur            | yerabahalli               |12814| HPS RAMAJOGIHALLI                                          |29130300801
 chitradurga       | hiriyur            | yerabahalli               |12813| HPS SONDEKERE                                              |29130300601
 chitradurga       | hiriyur            | yerabahalli               |12821| HPS VADDIKERE                                              |29130301301
 chitradurga       | hiriyur            | yerabahalli               |12819| HPS YARABALLI                                              |29130301202
 chitradurga       | hiriyur            | yerabahalli               |12811| LPS B.MAALIGE                                              |29130300501
 chitradurga       | hiriyur            | yerabahalli               |12825| LPS GOLAGONDANAHALLI                                       |29130302801
 chitradurga       | hiriyur            | yerabahalli               |12827| LPS KAPILEHATTI                                            |29130302903
 chitradurga       | hiriyur            | yerabahalli               |12820| LPS KATAPPANAHATTI                                         |29130301203
 chitradurga       | hiriyur            | yerabahalli               |12828| LPS MUDIYAPPANA KOTIGE                                     |29130302904
 chitradurga       | hiriyur            | yerabahalli               |12823| LPS S.B.HALLI                                              |29130302601
 chitradurga       | hiriyur            | yerabahalli               |12818| LPS YARABALLI GOLLARAHATTI                                 |29130301201
 chitradurga       | holalkere          | b.durga                   |13021| GUPS HD PURA                                               | 
 chitradurga       | holalkere          | b.durga                   |13020| Glps Ckj Maruti nagara                                     |29130412316
 chitradurga       | holalkere          | b.durga                   |13009| HPS B.DURGA                                                |29130410604
 chitradurga       | holalkere          | b.durga                   |13007| HPS CHIKKANDAVADI                                          |29130400101
 chitradurga       | holalkere          | b.durga                   |13013| HPS GURUJIGANUR                                            |29130423801
 chitradurga       | holalkere          | b.durga                   |13011| HPS HIREKANDAVADI                                          |29130410903
 chitradurga       | holalkere          | b.durga                   |13014| LPS G.GOLLARAHATTI                                         | 
 chitradurga       | holalkere          | b.durga                   |12867| LPS G.GOLLARAHATTI                                         |29130423802
 chitradurga       | holalkere          | b.durga                   |13012| LPS H.GOLLARAHATTI                                         |29130410902
 chitradurga       | holalkere          | b.durga                   |13017| LPS HONNAKALUVE                                            |29130411402
 chitradurga       | holalkere          | b.durga                   |13016| LPS HONNAKALUVE KORACHARAHATTI                             |29130411401
 chitradurga       | holalkere          | b.durga                   |13010| LPS KALLAVVANAGATHIHALLI                                   |29130410701
 chitradurga       | holalkere          | b.durga                   |13015| LPS RANGAVVANAHALLI                                        |29130411301
 chitradurga       | holalkere          | b.durga                   |13018| LPS S.H.HALLI                                              |29130411501
 chitradurga       | holalkere          | b.durga                   |13019| LPS S.H.HALLI GOLLARAHATTI                                 |29130411502
 chitradurga       | holalkere          | b.durga                   |13008| LPS THANIGEHALLI                                           |29130409601
 chitradurga       | holalkere          | chikkajajuru              |12931| GLPS CHANNAPATNA                                           |29130400701
 chitradurga       | holalkere          | chikkajajuru              |12933| GLPS DASARAHALLI                                           |29130400901
 chitradurga       | holalkere          | chikkajajuru              |12938| GMHPS CHIKKAJAJUR                                          |29130412301
 chitradurga       | holalkere          | chikkajajuru              |12935| HPS ADNURU                                                 |29130401504
 chitradurga       | holalkere          | chikkajajuru              |12932| HPS APPARASANAHALLI                                        |29130400801
 chitradurga       | holalkere          | chikkajajuru              |12943| HPS GIRLS CHIKKAJAJUR                                      |29130412314
 chitradurga       | holalkere          | chikkajajuru              |12930| HPS MEKENAHATTI                                            |29130423601
 chitradurga       | holalkere          | chikkajajuru              |12936| HPS PADIGATTE                                              |29130401601
 chitradurga       | holalkere          | chikkajajuru              |12929| LPS ARASANAGATTE                                           |29130400501
 chitradurga       | holalkere          | chikkajajuru              |12934| LPS ARENAHALLI                                             |29130401001
 chitradurga       | holalkere          | chikkajajuru              |12944| LPS BANAGERE                                               |29130413601
 chitradurga       | holalkere          | chikkajajuru              |12937| LPS CHIKKAJAJUR KAVAL                                      |29130411101
 chitradurga       | holalkere          | chikkajajuru              |12939| LPS CHIRANAHALLI                                           |29130421901
 chitradurga       | holalkere          | chikkajajuru              |12942| LPS JANATHA COLONY                                         |29130412313
 chitradurga       | holalkere          | chikkajajuru              |12940| LPS KAMBADEVARAHATTI                                       |29130412306
 chitradurga       | holalkere          | chikkayammiganuru         |12920| GLPS KOTEHALU                                              |29130412401
 chitradurga       | holalkere          | chikkayammiganuru         |12918| HPS ANTHAPUR                                               |29130412101
 chitradurga       | holalkere          | chikkayammiganuru         |12925| HPS CHIKKANAKATTE                                          |29130413301
 chitradurga       | holalkere          | chikkayammiganuru         |12926| HPS CHIKKAYAMMIGANUR                                       |29130413401
 chitradurga       | holalkere          | chikkayammiganuru         |12922| HPS K HATTI                                                | 
 chitradurga       | holalkere          | chikkayammiganuru         |12919| HPS KADUR                                                  |29130412201
 chitradurga       | holalkere          | chikkayammiganuru         |12923| LPS AJJIKYATHANAHALLI                                      |29130413001
 chitradurga       | holalkere          | chikkayammiganuru         |12916| LPS DASARAHALLI                                            |29130411901
 chitradurga       | holalkere          | chikkayammiganuru         |12924| LPS KAMANAHALLI                                            |29130413101
 chitradurga       | holalkere          | chikkayammiganuru         |12921| LPS KODAGAVALLI                                            |29130412501
 chitradurga       | holalkere          | chikkayammiganuru         |12917| LPS NANDAHALLI                                             |29130412001
 chitradurga       | holalkere          | chikkayammiganuru         |12928| LPSINAHALLI                                                |29130421801
 chitradurga       | holalkere          | echagatta                 |12975| GHPS B.G HALLI                                             |29130415101
 chitradurga       | holalkere          | echagatta                 |12961| GLPS HANUMANAKATTE                                         |29130400401
 chitradurga       | holalkere          | echagatta                 |12973| GULPS CHITRAHALLI                                          | 
 chitradurga       | holalkere          | echagatta                 |12971| HPS CHITRALLI                                              | 
 chitradurga       | holalkere          | echagatta                 |12977| HPS ECHAGATTA                                              |29130415301
 chitradurga       | holalkere          | echagatta                 |12967| HPS KASHIPURA                                              |29130414301
 chitradurga       | holalkere          | echagatta                 |12974| HPS T.NULENUR                                              |29130415001
 chitradurga       | holalkere          | echagatta                 |12965| HPS THODARANAL                                             |29130414101
 chitradurga       | holalkere          | echagatta                 |12966| LPS AMRUTHAPURA                                            |29130414201
 chitradurga       | holalkere          | echagatta                 |12962| LPS BASAVAPURA                                             |29130413801
 chitradurga       | holalkere          | echagatta                 |12976| LPS BRAMHAPURA                                             |29130415201
 chitradurga       | holalkere          | echagatta                 |12972| LPS CHITRALLI GOLLARAHATTI                                 |29130414902
 chitradurga       | holalkere          | echagatta                 |12969| LPS GOWRIPURA                                              |29130414501
 chitradurga       | holalkere          | echagatta                 |12968| LPS KESHAVAPURA                                            |29130422201
 chitradurga       | holalkere          | echagatta                 |12970| LPS KONDAPURA                                              |29130414601
 chitradurga       | holalkere          | echagatta                 |12964| LPS LINGADAHALLI                                           |29130414001
 chitradurga       | holalkere          | echagatta                 |12963| LPS TIRUMALAPURA                                           |29130413901
 chitradurga       | holalkere          | gunderi                   |12882| GHPS BOMMANAKATTE                                          |29130403501
 chitradurga       | holalkere          | gunderi                   |12888| GHPS GUDDADA SANTHENAHALLI                                 |29130404301
 chitradurga       | holalkere          | gunderi                   |12883| GHPS LOKADOLALU                                            |29130403701
 chitradurga       | holalkere          | gunderi                   |12890| GLPS THIRMALAPURA                                          |29130413902
 chitradurga       | holalkere          | gunderi                   |12887| GLPS VISHWANATHANAHALLY                                    |29130404101
 chitradurga       | holalkere          | gunderi                   |12889| HPS AVINAHATTY                                             |29130422001
 chitradurga       | holalkere          | gunderi                   |12884| HPS GUNDERI                                                |29130403904
 chitradurga       | holalkere          | gunderi                   |12886| HPS IDEHALLI                                               |29130404001
 chitradurga       | holalkere          | gunderi                   |12879| HPS MALENAHALLI                                            |29130403201
 chitradurga       | holalkere          | gunderi                   |12881| LPS GUNDERIKAVALU                                          |29130403401
 chitradurga       | holalkere          | gunderi                   |12878| LPS H.LAMBANIHATTI                                         |29130402701
 chitradurga       | holalkere          | gunderi                   |12880| LPS MALENAHALLI KAVALU                                     |29130403301
 chitradurga       | holalkere          | h.d.pura                  |13023| GHPS PAMPAPURA                                             |29130415801
 chitradurga       | holalkere          | h.d.pura                  |13047| GHPS UPPARIGENAHALLI                                       |29130419501
 chitradurga       | holalkere          | h.d.pura                  |13045| GLPS BUDHIPURA                                             |29130419301
 chitradurga       | holalkere          | h.d.pura                  |13039| GLPS GOLLARAHALLI                                          | 
 chitradurga       | holalkere          | h.d.pura                  |13028| GLPS H D PURA(URDU)                                        | 
 chitradurga       | holalkere          | h.d.pura                  |13046| GLPS HALENAHALLY                                           |29130419401
 chitradurga       | holalkere          | h.d.pura                  |13030| GLPS KASAVANAHALLI                                         |29130417301
 chitradurga       | holalkere          | h.d.pura                  |13038| GLPS KEREYAGADAHALLI                                       |29130418101
 chitradurga       | holalkere          | h.d.pura                  |13044| GLPS MAGALIKATTE                                           |29130418403
 chitradurga       | holalkere          | h.d.pura                  |13022| GLPS NAGHARAGHATTA                                         |29130415701
 chitradurga       | holalkere          | h.d.pura                  |13031| GLPS SANGENAHALLI                                          |29130417601
 chitradurga       | holalkere          | h.d.pura                  |13027| GU LPS HD PURA                                             |29130416910
 chitradurga       | holalkere          | h.d.pura                  |13041| HPS C.D.HALLI                                              |29130418301
 chitradurga       | holalkere          | h.d.pura                  |13049| HPS G.H.HALLI                                              |29130419801
 chitradurga       | holalkere          | h.d.pura                  |13034| HPS KOLLAL                                                 |29130417801
 chitradurga       | holalkere          | h.d.pura                  |13042| HPS NANDANAHOSUR                                           |29130418401
 chitradurga       | holalkere          | h.d.pura                  |13025| HPS NELLIKATTE                                             |29130416101
 chitradurga       | holalkere          | h.d.pura                  |13032| HPS THEKARAVATTI                                           |29130424003
 chitradurga       | holalkere          | h.d.pura                  |13050| LPS BORENAHALLI                                            |29130421701
 chitradurga       | holalkere          | h.d.pura                  |13029| LPS K.J.HALLI                                              |29130417201
 chitradurga       | holalkere          | h.d.pura                  |13036| LPS KADIREDEVARAHATTI                                      |29130417803
 chitradurga       | holalkere          | h.d.pura                  |13037| LPS KUMARANAHALLI                                          |29130423701
 chitradurga       | holalkere          | h.d.pura                  |13026| LPS MATTHIGHATTA                                           |29130416801
 chitradurga       | holalkere          | h.d.pura                  |13035| LPS MUDDAPPANAHATTI                                        |29130417802
 chitradurga       | holalkere          | h.d.pura                  |13043| LPS N.D.H.GOLLARAHATTI                                     |29130418402
 chitradurga       | holalkere          | h.d.pura                  |13024| LPS RAMENAHALLI                                            |29130416001
 chitradurga       | holalkere          | h.d.pura                  |13033| LPS T.GOLLARAHATTI                                         |29130424004
 chitradurga       | holalkere          | holalkere                 |29741| AHPS HOLALKERE                                             |29130420203
 chitradurga       | holalkere          | holalkere                 |13092| GHPS BOYS                                                  | 
 chitradurga       | holalkere          | holalkere                 |30750| GHPS GAJANANA HOLALKERE                                    | 
 chitradurga       | holalkere          | holalkere                 |13084| GHPS GILIKENAHALLI                                         |29130402705
 chitradurga       | holalkere          | holalkere                 |29739| GHPS GIRLS HOLALKERE                                       |29130402730
 chitradurga       | holalkere          | holalkere                 |13090| GHPS NES COLONY                                            | 
 chitradurga       | holalkere          | holalkere                 |13085| GLPS GARAGANAGARA                                          |29130401201
 chitradurga       | holalkere          | holalkere                 |13087| GLPS K LAMBANIHATTI                                        | 
 chitradurga       | holalkere          | holalkere                 |13086| GLPS KUDINIRAKATTE                                         |29130402729
 chitradurga       | holalkere          | holalkere                 |13094| GLPS SHIVALINGAPPANAGARA                                   |29130421102
 chitradurga       | holalkere          | holalkere                 |13088| GMHPS SHIVAGANGA                                           |29130415601
 chitradurga       | holalkere          | holalkere                 |29742| GUHPS KOTAGI                                               | 
 chitradurga       | holalkere          | holalkere                 |13083| Glps Maddenahatti                                          |29130401503
 chitradurga       | holalkere          | holalkere                 |12875| HPS AREHALLI                                               |29130402910
 chitradurga       | holalkere          | holalkere                 |12876| HPS AVALIHATTI                                             |29130403103
 chitradurga       | holalkere          | holalkere                 |13089| HPS NES COLONY                                             |29130420201
 chitradurga       | holalkere          | holalkere                 |12874| LPS AREHALLI BOVIHATTI                                     |29130402905
 chitradurga       | holalkere          | holalkere                 |12872| LPS JAIPURA                                                |29130402903
 chitradurga       | holalkere          | holalkere                 |12871| LPS JAYANTHI NAGARA                                        |29130402902
 chitradurga       | holalkere          | holalkere                 |12870| LPS NEHRU COLONY                                           |29130402901
 chitradurga       | holalkere          | holalkere urdu            |13093|  GHPS URDU KOTE HLK                                        |29130421001
 chitradurga       | holalkere          | holalkere urdu            |13095| GLPS URDU SHIVALINGAPPANAGARA                              |29130421104
 chitradurga       | holalkere          | holalkere urdu            |13091| GUHPS BOYS                                                 |29130420701
 chitradurga       | holalkere          | holalkere urdu            |13040| GULPS GOLLARAHATTY                                         |29130418202
 chitradurga       | holalkere          | holalkere urdu            |13048| GULPS UPPARIGENAHALLI                                      |29130419502
 chitradurga       | holalkere          | holalkere urdu            |12941| ULPS CHIKKAJAJUR                                           |29130412312
 chitradurga       | holalkere          | holalkere urdu            |12885| ULPS GUNDERI                                               |29130403902
 chitradurga       | holalkere          | holalkere urdu            |12982| ULPS MALLADIHALLI                                          |29130404804
 chitradurga       | holalkere          | maladihalli               |12980| GHPS RAMAGATTA                                             |29130404503
 chitradurga       | holalkere          | maladihalli               |12983| GKMMS MALLADIHALLI                                         |29130404805
 chitradurga       | holalkere          | maladihalli               |12981| GMHPS KENGUNTE                                             |29130423901
 chitradurga       | holalkere          | maladihalli               |12978| Glps Shivpura Maruti nagar                                 |29130401807
 chitradurga       | holalkere          | maladihalli               |12986| HPS D.GOLLARAHATTI                                         |29130405302
 chitradurga       | holalkere          | maladihalli               |12985| HPS DHUMMI                                                 |29130405301
 chitradurga       | holalkere          | maladihalli               |12984| HPS DOGGANAL                                               |29130405201
 chitradurga       | holalkere          | maladihalli               |12988| HPS KALKERE                                                |29130405401
 chitradurga       | holalkere          | maladihalli               |12979| HPS V.M.KAVALU                                             |29130404401
 chitradurga       | holalkere          | maladihalli               |12877| LPS ABRADASIKATTE                                          |29130404601
 chitradurga       | holalkere          | maladihalli               |12987| LPS CHANNAPPANAHATTY                                       |29130405303
 chitradurga       | holalkere          | maladihalli               |12989| LPS K.LAMBANIHATTI                                         |29130405403
 chitradurga       | holalkere          | muthugaduru               |12896| GHPS BANDE BOMMENAHALLI                                    |29130408902
 chitradurga       | holalkere          | muthugaduru               |12891| GHPS HIRIYUR                                               |29130408601
 chitradurga       | holalkere          | muthugaduru               |12901| GHPS KAGALAGERE                                            |29130409406
 chitradurga       | holalkere          | muthugaduru               |12892| GLPS ANDANUR GOLLARAHATTI                                  |29130408701
 chitradurga       | holalkere          | muthugaduru               |12903| GLPS KAGALAGERE MEGALAHATTI                                |29130409405
 chitradurga       | holalkere          | muthugaduru               |12902| GLPS KAGALKERE GOLLARAHATTI                                |29130409404
 chitradurga       | holalkere          | muthugaduru               |12910| GLPS MALLENAHALLI                                          |29130410001
 chitradurga       | holalkere          | muthugaduru               |12893| HPS ANDANUR                                                |29130408702
 chitradurga       | holalkere          | muthugaduru               |12911| HPS DANDIGENAHALLI                                         |29130410201
 chitradurga       | holalkere          | muthugaduru               |12898| HPS GANJIGATTE                                             |29130409201
 chitradurga       | holalkere          | muthugaduru               |12912| HPS KALAGATTA                                              |29130410401
 chitradurga       | holalkere          | muthugaduru               |12906| HPS MUTHUGADURU                                            |29130409803
 chitradurga       | holalkere          | muthugaduru               |12915| HPS SASALU                                                 |29130410501
 chitradurga       | holalkere          | muthugaduru               |12895| LPS B.B.HALLI VADDARAHATTI                                 |29130408901
 chitradurga       | holalkere          | muthugaduru               |12899| LPS GANJIGATTE LAMBANIHATTI                                |29130409202
 chitradurga       | holalkere          | muthugaduru               |12904| LPS GULAGANJI HATTI                                        |29130409801
 chitradurga       | holalkere          | muthugaduru               |12897| LPS GYAREHALLI                                             |29130409001
 chitradurga       | holalkere          | muthugaduru               |12894| LPS INGALADAHALLI                                          |29130408801
 chitradurga       | holalkere          | muthugaduru               |12914| LPS K.LAMBANIHATTI                                         | 
 chitradurga       | holalkere          | muthugaduru               |12913| LPS K.VADDARAHATTI                                         |29130410402
 chitradurga       | holalkere          | muthugaduru               |12907| LPS KATTHALEHATTI                                          |29130424101
 chitradurga       | holalkere          | muthugaduru               |12905| LPS MINCHERIPURA                                           | 
 chitradurga       | holalkere          | muthugaduru               |12908| LPS THARALABALUNAGAR                                       |29130409805
 chitradurga       | holalkere          | muthugaduru               |12900| LPS UDOGERE                                                |29130409301
 chitradurga       | holalkere          | muthugaduru               |12909| LPS VISHWANATHANAHALLI                                     |29130409807
 chitradurga       | holalkere          | n.g.halli                 |12947| GLPS RAMAGIRI KAVAL                                        |29130406501
 chitradurga       | holalkere          | n.g.halli                 |12956| HPS GANGASAMUDRA                                           |29130406901
 chitradurga       | holalkere          | n.g.halli                 |12952| HPS GOUDI HALLI                                            |29130406801
 chitradurga       | holalkere          | n.g.halli                 |12951| HPS MELINA KOTIGE                                          |29130406703
 chitradurga       | holalkere          | n.g.halli                 |12958| HPS N.G.HALLI                                              |29130420106
 chitradurga       | holalkere          | n.g.halli                 |12945| HPS TALAKATTA                                              |29130423501
 chitradurga       | holalkere          | n.g.halli                 |12957| LPS AMBEGATTI                                              | 
 chitradurga       | holalkere          | n.g.halli                 |12954| LPS BALIHAL                                                |29130406803
 chitradurga       | holalkere          | n.g.halli                 |12953| LPS HOSAHATTI                                              |29130406802
 chitradurga       | holalkere          | n.g.halli                 |12955| LPS KADAPPANAHATTY                                         |29130406804
 chitradurga       | holalkere          | n.g.halli                 |12960| LPS KELAGINAKOTIGE                                         |29130420104
 chitradurga       | holalkere          | n.g.halli                 |12948| LPS R GOLLARAHALLI                                         |29130406601
 chitradurga       | holalkere          | n.g.halli                 |12959| LPS SANNAYYANAHATTI                                        |29130420102
 chitradurga       | holalkere          | n.g.halli                 |12946| LPS TALIKATTE UPPARAHATTI                                  | 
 chitradurga       | holalkere          | n.g.halli                 |12949| LPS UGANEKATTE                                             |29130406701
 chitradurga       | holalkere          | n.g.halli                 |12950| LPS UGANEKATTE VADDARAHALLI                                |29130406704
 chitradurga       | holalkere          | ramagiri                  |13061| GUPS MUDDAPURA L HATTI                                     |29130407703
 chitradurga       | holalkere          | ramagiri                  |13062| HPS BIDARIKERE                                             |29130407801
 chitradurga       | holalkere          | ramagiri                  |13069| HPS BOMMANAHALLI                                           |29130408501
 chitradurga       | holalkere          | ramagiri                  |13067| HPS GUNDASAMUDRA                                           |29130408201
